,E-waste Collection Points,Collection Type,Postal Code,Remarks,Website,Full,lat,lng,color,hover_text
133,SIT @ DOVER,Permanent E-bin,138683,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"10 DOVER DRIVE, SIT @ DOVER, MAIN LOBBY SINGAPORE",1.3005303,103.780276,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: SIT @ DOVER<br>Address:  10 DOVER DRIVE, SIT @ DOVER, MAIN LOBBY SINGAPORE<br>Latitude: 1.3005303<br>Longitude: 103.780276"
134,SUNSHINE PLACE @ 475 CHOA CHU KANG AVENUE 3,Permanent E-bin,680475,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"475 CHOA CHU KANG AVENUE 3, WALKWAY CORRIDOR SINGAPORE",1.3780564,103.7391785,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: SUNSHINE PLACE @ 475 CHOA CHU KANG AVENUE 3<br>Address:  475 CHOA CHU KANG AVENUE 3, WALKWAY CORRIDOR SINGAPORE<br>Latitude: 1.3780564<br>Longitude: 103.7391785"
135,TAMAN JURONG SHOPPING CENTRE,Permanent E-bin,610399,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"399 YUNG SHENG ROAD, TAMAN JURONG SHOPPING CENTRE, COMMON CORRIDOR SINGAPORE",1.334643,103.7204943,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMAN JURONG SHOPPING CENTRE<br>Address:  399 YUNG SHENG ROAD, TAMAN JURONG SHOPPING CENTRE, COMMON CORRIDOR SINGAPORE<br>Latitude: 1.334643<br>Longitude: 103.7204943"
136,TAMPINES CHANGKAT CC,Permanent E-bin,529453,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"13 TAMPINES STREET 11, MAIN ENTRANCE SINGAPORE",1.345779,103.9476641,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES CHANGKAT CC<br>Address:  13 TAMPINES STREET 11, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.345779<br>Longitude: 103.9476641"
137,TAMPINES CHANGKAT ZONE 4 RN,Permanent E-bin,520285,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"285 TAMPINES STREET 22, TAMPINES CHANGKAT ZONE 4 RC, VOID DECK SINGAPORE",1.3501387,103.9531032,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES CHANGKAT ZONE 4 RN<br>Address:  285 TAMPINES STREET 22, TAMPINES CHANGKAT ZONE 4 RC, VOID DECK SINGAPORE<br>Latitude: 1.3501387<br>Longitude: 103.9531032"
138,TAMPINES CHANGKAT ZONE 5 RN,Permanent E-bin,521124,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"124 TAMPINES STREET 11, TAMPINES CHANGKAT ZONE 5 RC, VOID DECK SINGAPORE",1.3482065,103.950829,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES CHANGKAT ZONE 5 RN<br>Address:  124 TAMPINES STREET 11, TAMPINES CHANGKAT ZONE 5 RC, VOID DECK SINGAPORE<br>Latitude: 1.3482065<br>Longitude: 103.950829"
139,TAMPINES CHANGKAT ZONE 8 RN,Permanent E-bin,520364,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"364 TAMPINES STREET 34, TAMPINES CHANGKAT ZONE 8 RC, VOID DECK SINGAPORE",1.3540421,103.9621239,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES CHANGKAT ZONE 8 RN<br>Address:  364 TAMPINES STREET 34, TAMPINES CHANGKAT ZONE 8 RC, VOID DECK SINGAPORE<br>Latitude: 1.3540421<br>Longitude: 103.9621239"
140,TAMPINES COURTVIEW RC,Permanent E-bin,520730,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"730 TAMPINES STREET 71, TAMPINES COURTVIEW RC, VOID DECK SINGAPORE",1.3566482,103.9334625,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES COURTVIEW RC<br>Address:  730 TAMPINES STREET 71, TAMPINES COURTVIEW RC, VOID DECK SINGAPORE<br>Latitude: 1.3566482<br>Longitude: 103.9334625"
141,TAMPINES EAST ZONE 3 RN,Permanent E-bin,521232,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"232 TAMPINES STREET 21, #01-639, VOID DECK SINGAPORE",1.3564233,103.9487065,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES EAST ZONE 3 RN<br>Address:  232 TAMPINES STREET 21, #01-639, VOID DECK SINGAPORE<br>Latitude: 1.3564233<br>Longitude: 103.9487065"
142,TAMPINES GREENVALE RC,Permanent E-bin,520736,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"736 TAMPINES STREET 72, TAMPINES GREENVALE RC, VOID DECK SINGAPORE",1.3590699,103.9343888,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES GREENVALE RC<br>Address:  736 TAMPINES STREET 72, TAMPINES GREENVALE RC, VOID DECK SINGAPORE<br>Latitude: 1.3590699<br>Longitude: 103.9343888"
143,TAMPINES NORTH CC,Permanent E-bin,529204,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 TAMPINES STREET 41, MAIN ENTRANCE SINGAPORE",1.357314,103.9466216,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES NORTH CC<br>Address:  2 TAMPINES STREET 41, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.357314<br>Longitude: 103.9466216"
144,TAMPINES NORTH ZONE 3 RC,Permanent E-bin,520430,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"430 TAMPINES STREET 41, TAMPINES NORTH ZONE 3 RC, VOID DECK SINGAPORE",1.359748,103.9503835,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES NORTH ZONE 3 RC<br>Address:  430 TAMPINES STREET 41, TAMPINES NORTH ZONE 3 RC, VOID DECK SINGAPORE<br>Latitude: 1.359748<br>Longitude: 103.9503835"
145,TAMPINES SPRING RN,Permanent E-bin,520880,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"880 TAMPINES AVENUE 8, TAMPINES SPRING RN, VOID DECK SINGAPORE",1.3513799,103.9312679,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES SPRING RN<br>Address:  880 TAMPINES AVENUE 8, TAMPINES SPRING RN, VOID DECK SINGAPORE<br>Latitude: 1.3513799<br>Longitude: 103.9312679"
146,TAMPINES VILLE RN,Permanent E-bin,520842,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"842 TAMPINES STREET 82, TAMPINES VILLE RN, VOID DECK SINGAPORE",1.3517954,103.9358119,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TAMPINES VILLE RN<br>Address:  842 TAMPINES STREET 82, TAMPINES VILLE RN, VOID DECK SINGAPORE<br>Latitude: 1.3517954<br>Longitude: 103.9358119"
147,TANJONG PAGAR CC,Permanent E-bin,89774,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,101 CANTONMENT ROAD SINGAPORE,1.2755704,103.8410882,#ff00ff,Permanent E-bin<br>E-waste Collection Points: TANJONG PAGAR CC<br>Address:  101 CANTONMENT ROAD SINGAPORE<br>Latitude: 1.2755704<br>Longitude: 103.8410882
148,TANJONG PAGAR TOWN COUNCIL,Permanent E-bin,150166,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"166 BUKIT MERAH CENTRAL, #03-3527 SINGAPORE",1.28317,103.8177388,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TANJONG PAGAR TOWN COUNCIL<br>Address:  166 BUKIT MERAH CENTRAL, #03-3527 SINGAPORE<br>Latitude: 1.28317<br>Longitude: 103.8177388"
149,TECK GHEE CC,Permanent E-bin,569734,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"ANG MO KIO AVENUE 10, REAR ENTRANCE SINGAPORE",1.371616,103.8576956,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TECK GHEE CC<br>Address:  ANG MO KIO AVENUE 10, REAR ENTRANCE SINGAPORE<br>Latitude: 1.371616<br>Longitude: 103.8576956"
150,TECK WHYE LANE,Permanent E-bin,680146,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,146 TECK WHYE LANE SINGAPORE,1.3813134,103.7525675,#ff00ff,Permanent E-bin<br>E-waste Collection Points: TECK WHYE LANE<br>Address:  146 TECK WHYE LANE SINGAPORE<br>Latitude: 1.3813134<br>Longitude: 103.7525675
151,TELOK BLANGAH CC,Permanent E-bin,108943,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"450 TELOK BLANGAH STREET 31, TELOK BLANGAH CC, RECEPTION AREA SINGAPORE",1.27476,103.8079751,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TELOK BLANGAH CC<br>Address:  450 TELOK BLANGAH STREET 31, TELOK BLANGAH CC, RECEPTION AREA SINGAPORE<br>Latitude: 1.27476<br>Longitude: 103.8079751"
152,TEMASEK POLYTECHHIC,Permanent E-bin,529757,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"21 TAMPINES AVENUE 1, TEMASEK POLYTECHHIC, MAIN ENTRANCE FOYER SINGAPORE",1.3451592,103.9325748,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TEMASEK POLYTECHHIC<br>Address:  21 TAMPINES AVENUE 1, TEMASEK POLYTECHHIC, MAIN ENTRANCE FOYER SINGAPORE<br>Latitude: 1.3451592<br>Longitude: 103.9325748"
153,THE CATHAY,Permanent E-bin,229233,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 HANDY RD, THE CATHAY, LOADING BAY SINGAPORE",1.2995083,103.8477778,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: THE CATHAY<br>Address:  2 HANDY RD, THE CATHAY, LOADING BAY SINGAPORE<br>Latitude: 1.2995083<br>Longitude: 103.8477778"
154,THE GRANDSTAND (TURF CITY),Permanent E-bin,287994,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"200 TURF CLUB ROAD DBS THE GRANDSTAND, THE GRANDSTAND (TURF CITY), MAIN LOBBY CONCEIRGE SINGAPORE",1.3388181,103.7929748,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: THE GRANDSTAND (TURF CITY)<br>Address:  200 TURF CLUB ROAD DBS THE GRANDSTAND, THE GRANDSTAND (TURF CITY), MAIN LOBBY CONCEIRGE SINGAPORE<br>Latitude: 1.3388181<br>Longitude: 103.7929748"
155,THOMSON PLAZA,Permanent E-bin,574408,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"301 UPPER THOMSON ROAD, THOMSON PLAZA, MAIN ENTRANCE SINGAPORE",1.3548,103.8308,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: THOMSON PLAZA<br>Address:  301 UPPER THOMSON ROAD, THOMSON PLAZA, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.3548<br>Longitude: 103.8308"
156,TOA PAYOH CENTRAL CC,Permanent E-bin,319194,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"93 TOA PAYOH CENTRAL, MAIN ENTRANCE SINGAPORE",1.3348943,103.8504346,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TOA PAYOH CENTRAL CC<br>Address:  93 TOA PAYOH CENTRAL, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.3348943<br>Longitude: 103.8504346"
157,TOA PAYOH EAST CC,Permanent E-bin,319380,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"160 LORONG 6 TOA PAYOH, MAIN ENTRANCE SINGAPORE",1.3362303,103.8546523,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TOA PAYOH EAST CC<br>Address:  160 LORONG 6 TOA PAYOH, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.3362303<br>Longitude: 103.8546523"
158,TOA PAYOH SOUTH CC,Permanent E-bin,319258,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1999 LORONG 8 TOA PAYOH, MAIN ENTRANCE SINGAPORE",1.3349223,103.8594164,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TOA PAYOH SOUTH CC<br>Address:  1999 LORONG 8 TOA PAYOH, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.3349223<br>Longitude: 103.8594164"
159,TOA PAYOH WEST CC,Permanent E-bin,319642,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"200 LORONG 2 TOA PAYOH, SIDE OF BUILDING SINGAPORE",1.3354666,103.8449726,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: TOA PAYOH WEST CC<br>Address:  200 LORONG 2 TOA PAYOH, SIDE OF BUILDING SINGAPORE<br>Latitude: 1.3354666<br>Longitude: 103.8449726"
160,ULU PANDAN CC,Permanent E-bin,279621,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"170 GHIM MOH ROAD, CORRIDOR WALKWAY SINGAPORE",1.3122873,103.7896595,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ULU PANDAN CC<br>Address:  170 GHIM MOH ROAD, CORRIDOR WALKWAY SINGAPORE<br>Latitude: 1.3122873<br>Longitude: 103.7896595"
161,UTOWN - STEPHEN RIADY CENTRE,Permanent E-bin,138607,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 COLLEGE AVE WEST, UTOWN - STEPHEN RIADY CENTRE, LEVEL 1 IN FRONT OF WAACOW RESTAURANT SINGAPORE",1.3047299,103.7725536,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: UTOWN - STEPHEN RIADY CENTRE<br>Address:  2 COLLEGE AVE WEST, UTOWN - STEPHEN RIADY CENTRE, LEVEL 1 IN FRONT OF WAACOW RESTAURANT SINGAPORE<br>Latitude: 1.3047299<br>Longitude: 103.7725536"
162,VISTA POINT,Permanent E-bin,730548,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"548 WOODLANDS DRIVE 44, LEVEL 1 SINGAPORE",1.4286909,103.7935425,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: VISTA POINT<br>Address:  548 WOODLANDS DRIVE 44, LEVEL 1 SINGAPORE<br>Latitude: 1.4286909<br>Longitude: 103.7935425"
163,WEST COAST CC,Permanent E-bin,129605,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 CLEMENTI WEST STREET 2, WALKWAY CORRIDOR SINGAPORE",1.3027662,103.7650332,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WEST COAST CC<br>Address:  2 CLEMENTI WEST STREET 2, WALKWAY CORRIDOR SINGAPORE<br>Latitude: 1.3027662<br>Longitude: 103.7650332"
164,WESTWOOD PRIMARY SCHOOL,Permanent E-bin,642648,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 JURONG WEST ST 71, SECURITY GUARD POST SINGAPORE",1.3504398,103.7181922,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WESTWOOD PRIMARY SCHOOL<br>Address:  1 JURONG WEST ST 71, SECURITY GUARD POST SINGAPORE<br>Latitude: 1.3504398<br>Longitude: 103.7181922"
165,WHAMPOA CC,Permanent E-bin,327737,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"300 WHAMPOA DRIVE, BESIDE CONSTITUENCY OFFICE SINGAPORE",1.3245724,103.8571663,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WHAMPOA CC<br>Address:  300 WHAMPOA DRIVE, BESIDE CONSTITUENCY OFFICE SINGAPORE<br>Latitude: 1.3245724<br>Longitude: 103.8571663"
166,WISMA GEYLANG SERAI,Permanent E-bin,408528,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 ENGKU AMAN TURN, CC OFFICE ENTRANCE SINGAPORE",1.3164938,103.8965689,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WISMA GEYLANG SERAI<br>Address:  1 ENGKU AMAN TURN, CC OFFICE ENTRANCE SINGAPORE<br>Latitude: 1.3164938<br>Longitude: 103.8965689"
167,WISTERIA MALL,Permanent E-bin,768698,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"598 YISHUN RING RD, WISTERIA MALL, BASEMENT 1 CARGO LIFT LOBBY SINGAPORE",1.418208,103.8411267,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WISTERIA MALL<br>Address:  598 YISHUN RING RD, WISTERIA MALL, BASEMENT 1 CARGO LIFT LOBBY SINGAPORE<br>Latitude: 1.418208<br>Longitude: 103.8411267"
168,WOODGROVE CC,Permanent E-bin,730353,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"353 WOODLANDS AVENUE 1, WOODGROVE CC, VOID DECK SINGAPORE",1.4317521,103.7850311,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODGROVE CC<br>Address:  353 WOODLANDS AVENUE 1, WOODGROVE CC, VOID DECK SINGAPORE<br>Latitude: 1.4317521<br>Longitude: 103.7850311"
169,WOODLANDS CC,Permanent E-bin,738526,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 WOODLANDS STREET 81, WOODLANDS CC, MAIN ENTRANCE LOBBY SINGAPORE",1.4395835,103.7882464,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODLANDS CC<br>Address:  1 WOODLANDS STREET 81, WOODLANDS CC, MAIN ENTRANCE LOBBY SINGAPORE<br>Latitude: 1.4395835<br>Longitude: 103.7882464"
170,WOODLANDS GALAXY CC,Permanent E-bin,738991,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"31 WOODLANDS AVENUE 6, WOODLANDS GALAXY CC, CC OFFICE ENTRANCE SINGAPORE",1.4390853,103.8026836,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODLANDS GALAXY CC<br>Address:  31 WOODLANDS AVENUE 6, WOODLANDS GALAXY CC, CC OFFICE ENTRANCE SINGAPORE<br>Latitude: 1.4390853<br>Longitude: 103.8026836"
171,WOODLANDS MART,Permanent E-bin,730768,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"768 WOODLANDS AVENUE 6, WOODLANDS MART, MAIN LOBBY SINGAPORE",1.4459095,103.7979427,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODLANDS MART<br>Address:  768 WOODLANDS AVENUE 6, WOODLANDS MART, MAIN LOBBY SINGAPORE<br>Latitude: 1.4459095<br>Longitude: 103.7979427"
172,WOODLANDS ZONE 2 RN,Permanent E-bin,730846,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"846 WOODLANDS AVENUE 4, WOODLANDS ZONE 2 RN, VOID DECK SINGAPORE",1.4435158,103.7934851,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODLANDS ZONE 2 RN<br>Address:  846 WOODLANDS AVENUE 4, WOODLANDS ZONE 2 RN, VOID DECK SINGAPORE<br>Latitude: 1.4435158<br>Longitude: 103.7934851"
173,WOODLANDS ZONE 3 RN,Permanent E-bin,730876,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"876 WOODLANDS STREET 83, WOODLANDS ZONE 3 RN, VOID DECK SINGAPORE",1.4413574,103.7948515,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODLANDS ZONE 3 RN<br>Address:  876 WOODLANDS STREET 83, WOODLANDS ZONE 3 RN, VOID DECK SINGAPORE<br>Latitude: 1.4413574<br>Longitude: 103.7948515"
174,WOODLANDS ZONE 4 RN,Permanent E-bin,730862,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"862 WOODLANDS STREET 83, WOODLANDS ZONE 4 RN, #01-184, VOID DECK SINGAPORE",1.4399643,103.7950471,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODLANDS ZONE 4 RN<br>Address:  862 WOODLANDS STREET 83, WOODLANDS ZONE 4 RN, #01-184, VOID DECK SINGAPORE<br>Latitude: 1.4399643<br>Longitude: 103.7950471"
175,WOODLANDS ZONE 7 RN,Permanent E-bin,730611,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"611 WOODLANDS RING ROAD, WOODLANDS ZONE 7 RN, VOID DECK SINGAPORE",1.4354564,103.7969249,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODLANDS ZONE 7 RN<br>Address:  611 WOODLANDS RING ROAD, WOODLANDS ZONE 7 RN, VOID DECK SINGAPORE<br>Latitude: 1.4354564<br>Longitude: 103.7969249"
176,WOODLANDS ZONE 8 RN,Permanent E-bin,730638,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"638 WOODLANDS RING ROAD, WOODLANDS ZONE 8 RN, VOID DECK SINGAPORE",1.436826,103.8032108,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODLANDS ZONE 8 RN<br>Address:  638 WOODLANDS RING ROAD, WOODLANDS ZONE 8 RN, VOID DECK SINGAPORE<br>Latitude: 1.436826<br>Longitude: 103.8032108"
177,WOODLANDS ZONE 9 RN,Permanent E-bin,730656,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"656 WOODLANDS RING ROAD, WOODLANDS ZONE 9 RN, VOID DECK SINGAPORE",1.437104,103.7991273,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: WOODLANDS ZONE 9 RN<br>Address:  656 WOODLANDS RING ROAD, WOODLANDS ZONE 9 RN, VOID DECK SINGAPORE<br>Latitude: 1.437104<br>Longitude: 103.7991273"
178,YEW TEE CC,Permanent E-bin,689286,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"20 CHOA CHU KANG STREET 52, YEW TEE CC, MAIN ATRIUM SINGAPORE",1.3947161,103.7447892,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: YEW TEE CC<br>Address:  20 CHOA CHU KANG STREET 52, YEW TEE CC, MAIN ATRIUM SINGAPORE<br>Latitude: 1.3947161<br>Longitude: 103.7447892"
179,YEW TEE SQUARE,Permanent E-bin,680622,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"624 CHOA CHU KANG STREET 62, YEW TEE SQUARE, REAR ENTRANCE SINGAPORE",1.3978691,103.7468533,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: YEW TEE SQUARE<br>Address:  624 CHOA CHU KANG STREET 62, YEW TEE SQUARE, REAR ENTRANCE SINGAPORE<br>Latitude: 1.3978691<br>Longitude: 103.7468533"
180,YIO CHU KANG CC,Permanent E-bin,569163,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"50 ANG MO KIO STREET 61, MAIN LOBBY SINGAPORE",1.3806873,103.8415185,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: YIO CHU KANG CC<br>Address:  50 ANG MO KIO STREET 61, MAIN LOBBY SINGAPORE<br>Latitude: 1.3806873<br>Longitude: 103.8415185"
181,YUHUA CC,Permanent E-bin,609958,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"90 BOON LAY WAY, MAIN LOBBY SINGAPORE",1.340112,103.7371529,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: YUHUA CC<br>Address:  90 BOON LAY WAY, MAIN LOBBY SINGAPORE<br>Latitude: 1.340112<br>Longitude: 103.7371529"
182,YUSOF ISHAK INSTITUTE,Permanent E-bin,119614,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"30 HENG MUI KENG TERRACE, LEVEL 1 SINGAPORE",1.2913381,103.7766173,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: YUSOF ISHAK INSTITUTE<br>Address:  30 HENG MUI KENG TERRACE, LEVEL 1 SINGAPORE<br>Latitude: 1.2913381<br>Longitude: 103.7766173"
183,ZHONGSHAN MALL,Permanent E-bin,329984,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"AH HOOD ROAD, ZHONGSHAN MALL SINGAPORE",1.3270618,103.8464431,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ZHONGSHAN MALL<br>Address:  AH HOOD ROAD, ZHONGSHAN MALL SINGAPORE<br>Latitude: 1.3270618<br>Longitude: 103.8464431"
184,BEST DENKI @ BEDOK MALL,Retailer E-bin,467360,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B1-01/43/44, BASEMENT 1 MAIN ENTRANCE SINGAPORE",1.3243963,103.9293061,#0000ff,"Retailer E-bin<br>E-waste Collection Points: BEST DENKI @ BEDOK MALL<br>Address:  311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B1-01/43/44, BASEMENT 1 MAIN ENTRANCE SINGAPORE<br>Latitude: 1.3243963<br>Longitude: 103.9293061"
185,BEST DENKI @ FUNAN,Retailer E-bin,179097,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"109 NORTH BRIDGE ROAD, FUNAN, #03-16, IN-STORE SINGAPORE",1.2914767,103.8498003,#0000ff,"Retailer E-bin<br>E-waste Collection Points: BEST DENKI @ FUNAN<br>Address:  109 NORTH BRIDGE ROAD, FUNAN, #03-16, IN-STORE SINGAPORE<br>Latitude: 1.2914767<br>Longitude: 103.8498003"
186,BEST DENKI @ GREAT WORLD CITY,Retailer E-bin,237994,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #07-01 SINGAPORE",1.2936417,103.8319293,#0000ff,"Retailer E-bin<br>E-waste Collection Points: BEST DENKI @ GREAT WORLD CITY<br>Address:  1 KIM SENG PROMENADE, GREAT WORLD CITY, #07-01 SINGAPORE<br>Latitude: 1.2936417<br>Longitude: 103.8319293"
187,BEST DENKI @ HILLION MALL,Retailer E-bin,678278,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"17 PETIR ROAD, HILLION MALL, #B1-65, BASEMENT 1 SINGAPORE",1.3785067,103.7632074,#0000ff,"Retailer E-bin<br>E-waste Collection Points: BEST DENKI @ HILLION MALL<br>Address:  17 PETIR ROAD, HILLION MALL, #B1-65, BASEMENT 1 SINGAPORE<br>Latitude: 1.3785067<br>Longitude: 103.7632074"
188,BEST DENKI @ IMM,Retailer E-bin,609601,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 JURONG EAST STREET 21, IMM, #03-33, IN-STORE SINGAPORE",1.3352143,103.7471908,#0000ff,"Retailer E-bin<br>E-waste Collection Points: BEST DENKI @ IMM<br>Address:  2 JURONG EAST STREET 21, IMM, #03-33, IN-STORE SINGAPORE<br>Latitude: 1.3352143<br>Longitude: 103.7471908"
